OCC_CODE,OCC_TITLE,tot_emp_per_year,a_mean_per_year,group,year
23-0000,Legal occupations,998590,         88450,major,2007
23-1011,Lawyers,555770,        118280,,2007
23-1021,"Administrative law judges, adjudicators, and hearing officers",14100,         78650,,2007
23-1022,"Arbitrators, mediators, and conciliators",8810,         56380,,2007
23-1023,"Judges, magistrate judges, and magistrates",25500,         99270,,2007
23-2011,Paralegals and legal assistants,241270,         47600,,2007
23-2091,Court reporters,20120,         48380,,2007
23-2092,Law clerks,31160,         40880,,2007
23-2093,"Title examiners, abstractors, and searchers",62200,         41140,,2007
23-2099,"Legal support workers, all other",39670,         54560,,2007
25-0000,"Education, training, and library occupations",8316360,         46610,major,2007
25-1011,"Business teachers, postsecondary",67700,         73240,,2007
25-1021,"Computer science teachers, postsecondary",33840,         69660,,2007
25-1022,"Mathematical science teachers, postsecondary",44560,         65450,,2007
25-1031,"Architecture teachers, postsecondary",6070,         71480,,2007
25-1032,"Engineering teachers, postsecondary",32360,         85260,,2007
25-1041,"Agricultural sciences teachers, postsecondary",10700,         80280,,2007
25-1042,"Biological science teachers, postsecondary",52560,         84130,,2007
25-1043,"Forestry and conservation science teachers, postsecondary",2640,         67530,,2007
25-1051,"Atmospheric, earth, marine, and space sciences teachers, postsecondary",9030,         78890,,2007
25-1052,"Chemistry teachers, postsecondary",19800,         72900,,2007
25-1053,"Environmental science teachers, postsecondary",4470,         75220,,2007
25-1054,"Physics teachers, postsecondary",12530,         77440,,2007
25-1061,"Anthropology and archeology teachers, postsecondary",5290,         69420,,2007
25-1062,"Area, ethnic, and cultural studies teachers, postsecondary",7280,         67770,,2007
25-1063,"Economics teachers, postsecondary",12840,         83030,,2007
25-1064,"Geography teachers, postsecondary",4050,         65810,,2007
25-1065,"Political science teachers, postsecondary",14160,         70350,,2007
25-1066,"Psychology teachers, postsecondary",30590,         66460,,2007
25-1067,"Sociology teachers, postsecondary",16130,         65230,,2007
25-1069,"Social sciences teachers, postsecondary, all other",5460,         70000,,2007
25-1071,"Health specialties teachers, postsecondary",114070,         95440,,2007
25-1072,"Nursing instructors and teachers, postsecondary",42660,         60850,,2007
25-1081,"Education teachers, postsecondary",54420,         59250,,2007
25-1082,"Library science teachers, postsecondary",4080,         59690,,2007
25-1111,"Criminal justice and law enforcement teachers, postsecondary",11110,         57510,,2007
25-1112,"Law teachers, postsecondary",12610,         95510,,2007
25-1113,"Social work teachers, postsecondary",7510,         61140,,2007
25-1121,"Art, drama, and music teachers, postsecondary",73890,         61050,,2007
25-1122,"Communications teachers, postsecondary",23690,         58610,,2007
25-1123,"English language and literature teachers, postsecondary",60910,         60580,,2007
25-1124,"Foreign language and literature teachers, postsecondary",25100,         62540,,2007
25-1125,"History teachers, postsecondary",20760,         65410,,2007
25-1126,"Philosophy and religion teachers, postsecondary",18140,         61700,,2007
25-1191,Graduate teaching assistants,119790,         30080,,2007
25-1192,"Home economics teachers, postsecondary",4770,         63790,,2007
25-1193,"Recreation and fitness studies teachers, postsecondary",17500,         57540,,2007
25-1194,"Vocational education teachers, postsecondary",112300,         49150,,2007
25-1199,"Postsecondary teachers, all other",265500,         71950,,2007
25-2011,"Preschool teachers, except special education",380930,         25800,,2007
25-2012,"Kindergarten teachers, except special education",170880,         47750,,2007
25-2021,"Elementary school teachers, except special education",1538030,         50040,,2007
25-2022,"Middle school teachers, except special and vocational education",652560,         50630,,2007
25-2023,"Vocational education teachers, middle school",15260,         48460,,2007
25-2031,"Secondary school teachers, except special and vocational education",1058870,         52450,,2007
25-2032,"Vocational education teachers, secondary school",97550,         52250,,2007
25-2041,"Special education teachers, preschool, kindergarten, and elementary school",219930,         51230,,2007
25-2042,"Special education teachers, middle school",100160,         51610,,2007
25-2043,"Special education teachers, secondary school",141330,         53020,,2007
25-3011,"Adult literacy, remedial education, and GED teachers and instructors",72240,         47830,,2007
25-3021,Self-enrichment education teachers,156960,         39600,,2007
25-3099,"Teachers and instructors, all other",555460,         37840,,2007
25-4011,Archivists,5420,         46420,,2007
25-4012,Curators,10120,         50040,,2007
25-4013,Museum technicians and conservators,9950,         39180,,2007
25-4021,Librarians,148800,         52850,,2007
25-4031,Library technicians,114150,         29040,,2007
25-9011,Audio-visual collections specialists,6530,         43770,,2007
25-9021,Farm and home management advisors,12050,         44300,,2007
25-9031,Instructional coordinators,117940,         58070,,2007
25-9041,Teacher assistants,1251610,         22820,,2007
25-9099,"Education, training, and library workers, all other",98790,         36950,,2007
27-0000,"Arts, design, entertainment, sports, and media occupations",1761270,         48410,major,2007
27-1011,Art directors,32290,         83230,,2007
27-1012,Craft artists,5390,         30110,,2007
27-1013,"Fine artists, including painters, sculptors, and illustrators",10500,         48110,,2007
27-1014,Multi-media artists and animators,29440,         61010,,2007
27-1019,"Artists and related workers, all other",7910,         50520,,2007
27-1021,Commercial and industrial designers,34800,         60540,,2007
27-1022,Fashion designers,16460,         71170,,2007
27-1023,Floral designers,59530,         23950,,2007
27-1024,Graphic designers,201080,         45340,,2007
27-1025,Interior designers,52620,         50190,,2007
27-1026,Merchandise displayers and window trimmers,68660,         27370,,2007
27-1027,Set and exhibit designers,8620,         47620,,2007
27-1029,"Designers, all other",11890,         50420,,2007
27-2011,Actors,44860,*,,2007
27-2012,Producers and directors,72390,         77070,,2007
27-2021,Athletes and sports competitors,12670,         71920,,2007
27-2022,Coaches and scouts,165410,         34720,,2007
27-2023,"Umpires, referees, and other sports officials",13630,         29850,,2007
27-2031,Dancers,12530,*,,2007
27-2032,Choreographers,15250,         39600,,2007
27-2041,Music directors and composers,9110,         53970,,2007
27-2042,Musicians and singers,47520,*,,2007
27-2099,"Entertainers and performers, sports and related workers, all other",32040,*,,2007
27-3011,Radio and television announcers,39500,         39360,,2007
27-3012,Public address system and other announcers,8490,         35890,,2007
27-3021,Broadcast news analysts,6550,         70370,,2007
27-3022,Reporters and correspondents,51620,         43170,,2007
27-3031,Public relations specialists,225880,         57100,,2007
27-3041,Editors,105920,         55020,,2007
27-3042,Technical writers,46740,         62780,,2007
27-3043,Writers and authors,44310,         60120,,2007
27-3091,Interpreters and translators,33680,         41690,,2007
27-3099,"Media and communication workers, all other",24420,         45720,,2007
27-4011,Audio and video equipment technicians,40360,         39260,,2007
27-4012,Broadcast technicians,34250,         37440,,2007
27-4013,Radio operators,1110,         40650,,2007
27-4014,Sound engineering technicians,15490,         54220,,2007
27-4021,Photographers,62370,         34010,,2007
27-4031,"Camera operators, television, video, and motion picture",19990,         46570,,2007
27-4032,Film and video editors,17410,         61180,,2007
27-4099,"Media and communication equipment workers, all other",18580,         54090,,2007
29-0000,Healthcare practitioners and technical occupations,6877680,         65020,major,2007
29-1011,Chiropractors,27190,         81390,,2007
29-1021,"Dentists, general",85260,        147010,,2007
29-1022,Oral and maxillofacial surgeons,5040,        178440,,2007
29-1023,Orthodontists,5350,        185340,,2007
29-1024,Prosthodontists,380,        169360,,2007
29-1029,"Dentists, all other specialists",4490,        120360,,2007
29-1031,Dietitians and nutritionists,52800,         50030,,2007
29-1041,Optometrists,24900,        101840,,2007
29-1051,Pharmacists,253110,         98960,,2007
29-1061,Anesthesiologists,31030,        192780,,2007
29-1062,Family and general practitioners,113250,        153640,,2007
29-1063,"Internists, general",46260,        167270,,2007
29-1064,Obstetricians and gynecologists,21340,        183600,,2007
29-1065,"Pediatricians, general",28890,        145210,,2007
29-1066,Psychiatrists,21790,        147620,,2007
29-1067,Surgeons,50260,        191410,,2007
29-1069,"Physicians and surgeons, all other",237400,        155150,,2007
29-1071,Physician assistants,67160,         77800,,2007
29-1081,Podiatrists,9320,        119790,,2007
29-1111,Registered nurses,2468340,         62480,,2007
29-1121,Audiologists,11360,         63660,,2007
29-1122,Occupational therapists,91920,         65540,,2007
29-1123,Physical therapists,161850,         71520,,2007
29-1124,Radiation therapists,14620,         71990,,2007
29-1125,Recreational therapists,23240,         38330,,2007
29-1126,Respiratory therapists,101180,         50930,,2007
29-1127,Speech-language pathologists,103810,         63740,,2007
29-1129,"Therapists, all other",11580,         52930,,2007
29-1131,Veterinarians,50790,         84090,,2007
29-1199,"Health diagnosing and treating practitioners, all other",44350,         80980,,2007
29-2011,Medical and clinical laboratory technologists,163270,         52410,,2007
29-2012,Medical and clinical laboratory technicians,145890,         36110,,2007
29-2021,Dental hygienists,168600,         64910,,2007
29-2031,Cardiovascular technologists and technicians,46980,         46530,,2007
29-2032,Diagnostic medical sonographers,46770,         60590,,2007
29-2033,Nuclear medicine technologists,20410,         65380,,2007
29-2034,Radiologic technologists and technicians,200370,         51150,,2007
29-2041,Emergency medical technicians and paramedics,201200,         30870,,2007
29-2051,Dietetic technicians,24540,         26680,,2007
29-2052,Pharmacy technicians,301950,         27560,,2007
29-2053,Psychiatric technicians,60690,         31640,,2007
29-2054,Respiratory therapy technicians,17610,         41590,,2007
29-2055,Surgical technologists,86000,         38800,,2007
29-2056,Veterinary technologists and technicians,73240,         28920,,2007
29-2061,Licensed practical and licensed vocational nurses,719240,         38940,,2007
29-2071,Medical records and health information technicians,165590,         31450,,2007
29-2081,"Opticians, dispensing",62420,         33480,,2007
29-2091,Orthotists and prosthetists,5600,         64280,,2007
29-2099,"Health technologists and technicians, all other",73730,         39870,,2007
29-9011,Occupational health and safety specialists,46460,         61310,,2007
29-9012,Occupational health and safety technicians,10260,         46200,,2007
29-9091,Athletic trainers,14970,         40720,,2007
29-9099,"Healthcare practitioners and technical workers, all other",53640,         47710,,2007
31-0000,Healthcare support occupations,3625240,         25600,major,2007
31-1011,Home health aides,834580,         20850,,2007
31-1012,"Nursing aides, orderlies, and attendants",1390260,         23920,,2007
31-1013,Psychiatric aides,58310,         26080,,2007
31-2011,Occupational therapist assistants,25130,         45180,,2007
31-2012,Occupational therapist aides,7640,         28930,,2007
31-2021,Physical therapist assistants,59120,         44340,,2007
31-2022,Physical therapist aides,43350,         24080,,2007
31-9011,Massage therapists,45920,         40330,,2007
31-9091,Dental assistants,283680,         32280,,2007
31-9092,Medical assistants,434540,         28270,,2007
31-9093,Medical equipment preparers,43790,         27940,,2007
31-9094,Medical transcriptionists,86990,         32120,,2007
31-9095,Pharmacy aides,49630,         21120,,2007
31-9096,Veterinary assistants and laboratory animal caretakers,71190,         22180,,2007
31-9099,"Healthcare support workers, all other",191110,         29620,,2007
33-0000,Protective service occupations,3087650,         38750,major,2007
33-1011,First-line supervisors/managers of correctional officers,41000,         56510,,2007
33-1012,First-line supervisors/managers of police and detectives,91510,         73620,,2007
33-1021,First-line supervisors/managers of fire fighting and prevention workers,52160,         67350,,2007
33-1099,"First-line supervisors/managers, protective service workers, all other",45750,         46910,,2007
33-2011,Fire fighters,289710,         44130,,2007
33-2021,Fire inspectors and investigators,12980,         52640,,2007
33-2022,Forest fire inspectors and prevention specialists,1600,         35770,,2007
33-3011,Bailiffs,18830,         38510,,2007
33-3012,Correctional officers and jailers,431980,         39970,,2007
33-3021,Detectives and criminal investigators,103320,         62500,,2007
33-3031,Fish and game wardens,7500,         55720,,2007
33-3041,Parking enforcement workers,9910,         32830,,2007
